place_name,lat,lon,sun_04,sun_05,sun_06,sun_07,sun_08,sun_09,sun_10,sun_11,sun_12,sun_13,sun_14,sun_15,sun_16,sun_17,sun_18,sun_19,sun_20,sun_21,sun_22,sun_23,sun_00,sun_01,sun_02,sun_03,mon_04,mon_05,mon_06,mon_07,mon_08,mon_09,mon_10,mon_11,mon_12,mon_13,mon_14,mon_15,mon_16,mon_17,mon_18,mon_19,mon_20,mon_21,mon_22,mon_23,mon_00,mon_01,mon_02,mon_03,tue_04,tue_05,tue_06,tue_07,tue_08,tue_09,tue_10,tue_11,tue_12,tue_13,tue_14,tue_15,tue_16,tue_17,tue_18,tue_19,tue_20,tue_21,tue_22,tue_23,tue_00,tue_01,tue_02,tue_03,wed_04,wed_05,wed_06,wed_07,wed_08,wed_09,wed_10,wed_11,wed_12,wed_13,wed_14,wed_15,wed_16,wed_17,wed_18,wed_19,wed_20,wed_21,wed_22,wed_23,wed_00,wed_01,wed_02,wed_03,thu_04,thu_05,thu_06,thu_07,thu_08,thu_09,thu_10,thu_11,thu_12,thu_13,thu_14,thu_15,thu_16,thu_17,thu_18,thu_19,thu_20,thu_21,thu_22,thu_23,thu_00,thu_01,thu_02,thu_03,fri_04,fri_05,fri_06,fri_07,fri_08,fri_09,fri_10,fri_11,fri_12,fri_13,fri_14,fri_15,fri_16,fri_17,fri_18,fri_19,fri_20,fri_21,fri_22,fri_23,fri_00,fri_01,fri_02,fri_03,sat_04,sat_05,sat_06,sat_07,sat_08,sat_09,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_00,sat_01,sat_02,sat_03
Junta Freguesia Lavra,41.26057503482358,-8.716903094902733,15.0,46.0,61.0,53.0,53.0,61.0,53.0,38.0,46.0,38.0,30.0,38.0,53.0,61.0,76.0,69.0,69.0,53.0,30.0,30.0,30.0,23.0,15.0,7.0,46.0,61.0,76.0,76.0,76.0,69.0,76.0,92.0,76.0,76.0,53.0,30.0,30.0,30.0,38.0,38.0,38.0,30.0,23.0,15.0,23.0,46.0,38.0,46.0,38.0,30.0,30.0,30.0,23.0,46.0,38.0,38.0,15.0,15.0,38.0,38.0,69.0,46.0,61.0,53.0,38.0,46.0,46.0,53.0,53.0,46.0,23.0,30.0,38.0,30.0,30.0,46.0,61.0,46.0,23.0,38.0,46.0,46.0,30.0,15.0,23.0,30.0,69.0,53.0,53.0,69.0,84.0,69.0,61.0,46.0,38.0,46.0,53.0,61.0,46.0,23.0,15.0,38.0,53.0,53.0,61.0,84.0,53.0,30.0,23.0,30.0,30.0,46.0,46.0,53.0,69.0,38.0,61.0,69.0,84.0,76.0,30.0,23.0,30.0,38.0,23.0,15.0,23.0,46.0,76.0,53.0,61.0,61.0,61.0,46.0,23.0,15.0,7.0,23.0,23.0,23.0,38.0,53.0,38.0,38.0,84.0,92.0,76.0,46.0,30.0,30.0,23.0,30.0,23.0,30.0,46.0,92.0,61.0,100.0,76.0,92.0,38.0,23.0,23.0,15.0,23.0,30.0,30.0,53.0
Junta Freguesia Lavra,41.2606211188269,-8.716447659062487,33.0,25.0,8.0,0.0,8.0,33.0,58.0,50.0,41.0,41.0,66.0,66.0,33.0,50.0,50.0,83.0,83.0,66.0,58.0,50.0,66.0,41.0,25.0,16.0,91.0,91.0,58.0,33.0,50.0,58.0,75.0,66.0,50.0,41.0,33.0,58.0,75.0,83.0,83.0,41.0,41.0,25.0,25.0,25.0,50.0,50.0,58.0,100.0,33.0,50.0,58.0,50.0,25.0,8.0,16.0,58.0,83.0,58.0,41.0,33.0,75.0,66.0,66.0,33.0,16.0,8.0,8.0,33.0,33.0,58.0,50.0,41.0,33.0,33.0,33.0,50.0,66.0,66.0,66.0,41.0,58.0,66.0,66.0,66.0,41.0,50.0,25.0,33.0,33.0,33.0,66.0,58.0,58.0,66.0,58.0,33.0,50.0,33.0,33.0,41.0,50.0,50.0,58.0,25.0,25.0,33.0,41.0,50.0,33.0,25.0,25.0,33.0,58.0,75.0,66.0,41.0,8.0,8.0,33.0,50.0,50.0,25.0,16.0,8.0,33.0,50.0,58.0,66.0,66.0,33.0,25.0,25.0,8.0,16.0,33.0,25.0,8.0,8.0,0.0,16.0,33.0,41.0,41.0,41.0,66.0,58.0,83.0,75.0,91.0,58.0,41.0,50.0,83.0,91.0,66.0,66.0,66.0,58.0,33.0,41.0,58.0,75.0,41.0,41.0,66.0,66.0,50.0,50.0
Tv. Da Cruz,41.26194585301564,-8.708982887644911,40.0,33.0,40.0,26.0,20.0,20.0,20.0,6.0,0.0,13.0,33.0,46.0,46.0,33.0,20.0,20.0,46.0,46.0,46.0,33.0,40.0,33.0,40.0,33.0,53.0,46.0,26.0,26.0,46.0,60.0,46.0,33.0,33.0,40.0,33.0,13.0,20.0,33.0,46.0,66.0,86.0,73.0,40.0,26.0,6.0,13.0,20.0,46.0,46.0,46.0,33.0,40.0,26.0,40.0,26.0,33.0,53.0,60.0,53.0,60.0,66.0,86.0,86.0,66.0,33.0,26.0,26.0,40.0,33.0,40.0,53.0,60.0,40.0,73.0,40.0,33.0,33.0,20.0,13.0,13.0,20.0,33.0,26.0,26.0,26.0,46.0,53.0,46.0,33.0,20.0,13.0,20.0,33.0,26.0,20.0,13.0,26.0,26.0,26.0,20.0,26.0,33.0,66.0,53.0,46.0,26.0,33.0,60.0,60.0,53.0,60.0,40.0,33.0,20.0,40.0,40.0,33.0,26.0,26.0,33.0,66.0,66.0,46.0,20.0,26.0,40.0,33.0,26.0,40.0,53.0,40.0,33.0,26.0,60.0,73.0,73.0,66.0,46.0,33.0,46.0,33.0,46.0,33.0,40.0,33.0,53.0,20.0,13.0,6.0,13.0,20.0,53.0,73.0,100.0,73.0,53.0,20.0,26.0,20.0,40.0,60.0,53.0,40.0,33.0,20.0,13.0,6.0,13.0
Tv. Da Cruz,41.261878155206205,-8.708799961638864,64.0,50.0,42.0,35.0,35.0,42.0,35.0,57.0,71.0,78.0,64.0,50.0,28.0,50.0,57.0,64.0,21.0,14.0,21.0,35.0,35.0,42.0,57.0,57.0,28.0,35.0,14.0,14.0,21.0,35.0,71.0,78.0,100.0,71.0,57.0,42.0,35.0,28.0,35.0,42.0,35.0,35.0,35.0,57.0,64.0,57.0,42.0,35.0,28.0,35.0,28.0,50.0,50.0,42.0,28.0,7.0,14.0,21.0,28.0,42.0,28.0,28.0,21.0,28.0,50.0,50.0,85.0,92.0,100.0,42.0,28.0,21.0,28.0,14.0,7.0,28.0,21.0,21.0,21.0,42.0,42.0,64.0,71.0,64.0,35.0,42.0,35.0,35.0,14.0,35.0,64.0,64.0,35.0,35.0,50.0,42.0,28.0,78.0,78.0,100.0,50.0,50.0,42.0,57.0,50.0,28.0,28.0,28.0,21.0,28.0,21.0,35.0,28.0,57.0,50.0,57.0,50.0,42.0,57.0,35.0,14.0,35.0,57.0,78.0,64.0,64.0,78.0,100.0,64.0,50.0,35.0,50.0,78.0,64.0,28.0,21.0,14.0,14.0,28.0,28.0,42.0,50.0,42.0,28.0,64.0,42.0,57.0,64.0,57.0,35.0,28.0,28.0,21.0,14.0,28.0,42.0,57.0,85.0,85.0,64.0,50.0,14.0,21.0,21.0,35.0,42.0,64.0,57.0
R. da Cruz,41.25896013162596,-8.708055019800135,70.0,41.0,17.0,0.0,0.0,11.0,11.0,17.0,17.0,23.0,35.0,58.0,41.0,35.0,23.0,29.0,35.0,41.0,52.0,35.0,23.0,17.0,41.0,64.0,41.0,52.0,76.0,100.0,88.0,70.0,41.0,35.0,35.0,41.0,47.0,41.0,41.0,23.0,17.0,17.0,17.0,17.0,23.0,17.0,17.0,23.0,17.0,29.0,41.0,41.0,47.0,64.0,52.0,47.0,35.0,29.0,17.0,23.0,23.0,52.0,35.0,29.0,23.0,17.0,5.0,11.0,29.0,47.0,47.0,35.0,35.0,41.0,41.0,35.0,23.0,29.0,29.0,35.0,17.0,11.0,5.0,5.0,11.0,29.0,29.0,23.0,17.0,29.0,47.0,58.0,70.0,41.0,17.0,5.0,11.0,23.0,52.0,41.0,17.0,5.0,5.0,17.0,29.0,29.0,52.0,52.0,58.0,41.0,47.0,35.0,47.0,47.0,52.0,52.0,41.0,47.0,58.0,52.0,52.0,52.0,23.0,23.0,29.0,29.0,29.0,23.0,17.0,17.0,35.0,52.0,76.0,58.0,41.0,23.0,11.0,17.0,41.0,58.0,47.0,58.0,47.0,29.0,23.0,17.0,29.0,52.0,47.0,58.0,70.0,94.0,100.0,88.0,70.0,70.0,82.0,70.0,64.0,64.0,41.0,47.0,41.0,52.0,52.0,35.0,23.0,23.0,17.0,17.0
R. da Cruz 3,41.258888327750704,-8.708193144413778,46.0,30.0,53.0,69.0,84.0,53.0,30.0,7.0,15.0,38.0,53.0,53.0,46.0,46.0,46.0,76.0,100.0,92.0,61.0,61.0,61.0,61.0,76.0,61.0,23.0,15.0,15.0,23.0,30.0,30.0,23.0,15.0,30.0,30.0,53.0,53.0,84.0,61.0,53.0,46.0,46.0,38.0,23.0,23.0,46.0,69.0,69.0,38.0,23.0,23.0,53.0,53.0,38.0,46.0,38.0,46.0,61.0,38.0,38.0,23.0,15.0,38.0,76.0,84.0,53.0,38.0,30.0,30.0,30.0,46.0,53.0,38.0,46.0,53.0,76.0,76.0,61.0,46.0,61.0,100.0,76.0,69.0,30.0,23.0,38.0,38.0,23.0,23.0,46.0,38.0,61.0,76.0,84.0,69.0,38.0,23.0,76.0,100.0,69.0,46.0,38.0,46.0,23.0,30.0,7.0,23.0,38.0,53.0,30.0,38.0,53.0,69.0,53.0,53.0,61.0,76.0,100.0,53.0,38.0,46.0,38.0,23.0,23.0,30.0,53.0,30.0,23.0,23.0,38.0,53.0,76.0,92.0,76.0,76.0,76.0,69.0,69.0,61.0,61.0,46.0,30.0,30.0,38.0,38.0,30.0,46.0,23.0,38.0,30.0,38.0,38.0,30.0,46.0,53.0,61.0,46.0,38.0,38.0,46.0,53.0,38.0,38.0,23.0,15.0,23.0,30.0,7.0,15.0
R. da Cruz (Antela),41.25682045002039,-8.708629852256205,42.0,50.0,21.0,28.0,14.0,14.0,35.0,21.0,7.0,7.0,14.0,35.0,28.0,57.0,64.0,85.0,57.0,42.0,28.0,35.0,28.0,21.0,14.0,42.0,42.0,28.0,21.0,14.0,28.0,35.0,35.0,14.0,28.0,28.0,42.0,42.0,50.0,50.0,50.0,42.0,42.0,42.0,50.0,42.0,50.0,57.0,50.0,42.0,14.0,28.0,28.0,28.0,21.0,42.0,57.0,35.0,21.0,14.0,21.0,21.0,21.0,42.0,35.0,50.0,57.0,78.0,78.0,57.0,42.0,28.0,28.0,14.0,57.0,64.0,50.0,21.0,21.0,14.0,7.0,7.0,35.0,71.0,100.0,78.0,71.0,64.0,64.0,64.0,57.0,57.0,35.0,35.0,35.0,35.0,28.0,50.0,21.0,14.0,21.0,42.0,50.0,50.0,42.0,50.0,42.0,28.0,21.0,35.0,35.0,50.0,21.0,21.0,28.0,50.0,42.0,50.0,57.0,42.0,28.0,14.0,85.0,78.0,64.0,35.0,42.0,57.0,78.0,35.0,28.0,21.0,14.0,28.0,28.0,21.0,14.0,21.0,57.0,57.0,35.0,35.0,21.0,21.0,42.0,64.0,42.0,28.0,35.0,42.0,57.0,71.0,92.0,85.0,64.0,35.0,35.0,35.0,35.0,21.0,21.0,21.0,50.0,28.0,14.0,21.0,35.0,28.0,50.0,35.0
R. da Cruz (Antela),41.25654946978792,-8.7086034808668,40.0,46.0,26.0,20.0,20.0,40.0,40.0,26.0,20.0,33.0,46.0,73.0,66.0,60.0,60.0,60.0,40.0,40.0,53.0,46.0,33.0,40.0,73.0,60.0,53.0,73.0,60.0,46.0,53.0,33.0,33.0,66.0,46.0,60.0,46.0,46.0,26.0,20.0,40.0,66.0,66.0,73.0,46.0,26.0,6.0,0.0,6.0,40.0,73.0,40.0,20.0,20.0,26.0,40.0,53.0,40.0,40.0,40.0,60.0,73.0,73.0,46.0,33.0,20.0,20.0,26.0,46.0,46.0,46.0,66.0,100.0,100.0,66.0,86.0,66.0,53.0,40.0,46.0,40.0,40.0,33.0,40.0,33.0,33.0,33.0,26.0,46.0,26.0,26.0,26.0,60.0,60.0,53.0,40.0,46.0,53.0,60.0,73.0,53.0,46.0,26.0,13.0,6.0,20.0,20.0,6.0,6.0,13.0,13.0,20.0,33.0,26.0,40.0,60.0,73.0,60.0,33.0,20.0,6.0,26.0,53.0,60.0,53.0,33.0,26.0,33.0,33.0,60.0,40.0,26.0,46.0,40.0,46.0,46.0,46.0,53.0,46.0,60.0,40.0,73.0,66.0,80.0,46.0,33.0,46.0,66.0,46.0,46.0,53.0,60.0,100.0,93.0,86.0,60.0,40.0,20.0,20.0,26.0,53.0,40.0,53.0,46.0,60.0,46.0,33.0,46.0,46.0,60.0
R. de Antela,41.25684381343631,-8.710795031623542,53.0,38.0,30.0,38.0,69.0,76.0,69.0,53.0,30.0,23.0,23.0,38.0,61.0,53.0,53.0,38.0,30.0,69.0,76.0,100.0,61.0,76.0,53.0,61.0,30.0,15.0,7.0,0.0,7.0,23.0,30.0,30.0,7.0,0.0,7.0,15.0,7.0,7.0,0.0,15.0,15.0,15.0,23.0,30.0,61.0,61.0,61.0,38.0,46.0,38.0,53.0,53.0,84.0,69.0,61.0,46.0,30.0,46.0,38.0,38.0,15.0,7.0,0.0,15.0,30.0,46.0,69.0,61.0,76.0,61.0,46.0,38.0,23.0,0.0,0.0,7.0,23.0,53.0,69.0,69.0,53.0,53.0,46.0,38.0,15.0,15.0,30.0,46.0,53.0,53.0,69.0,53.0,76.0,69.0,69.0,38.0,30.0,23.0,30.0,38.0,61.0,30.0,30.0,46.0,53.0,46.0,61.0,53.0,38.0,53.0,53.0,61.0,61.0,69.0,53.0,30.0,30.0,46.0,30.0,23.0,84.0,53.0,38.0,15.0,0.0,15.0,38.0,61.0,69.0,46.0,46.0,38.0,38.0,7.0,0.0,7.0,23.0,53.0,61.0,92.0,69.0,61.0,92.0,84.0,38.0,38.0,15.0,23.0,38.0,61.0,76.0,46.0,23.0,23.0,30.0,30.0,15.0,23.0,61.0,69.0,69.0,61.0,38.0,30.0,23.0,23.0,38.0,46.0
R. de Antela,41.25673685563601,-8.711540354215954,28.0,21.0,35.0,42.0,50.0,35.0,21.0,14.0,28.0,35.0,57.0,35.0,14.0,0.0,7.0,0.0,0.0,7.0,28.0,42.0,28.0,14.0,7.0,21.0,50.0,50.0,50.0,50.0,35.0,21.0,14.0,14.0,35.0,21.0,35.0,50.0,57.0,57.0,35.0,42.0,42.0,42.0,42.0,35.0,57.0,64.0,50.0,42.0,35.0,21.0,7.0,7.0,14.0,14.0,21.0,35.0,42.0,35.0,21.0,7.0,7.0,28.0,57.0,50.0,50.0,35.0,21.0,0.0,14.0,21.0,28.0,35.0,28.0,42.0,50.0,71.0,64.0,35.0,21.0,7.0,7.0,28.0,35.0,57.0,42.0,35.0,14.0,0.0,0.0,21.0,35.0,64.0,42.0,14.0,7.0,28.0,42.0,42.0,28.0,21.0,14.0,35.0,42.0,50.0,57.0,85.0,64.0,64.0,57.0,50.0,50.0,28.0,28.0,21.0,21.0,42.0,50.0,64.0,64.0,64.0,85.0,100.0,64.0,42.0,50.0,64.0,64.0,50.0,57.0,57.0,28.0,14.0,21.0,28.0,35.0,35.0,42.0,57.0,78.0,78.0,64.0,57.0,64.0,92.0,28.0,35.0,57.0,71.0,85.0,85.0,100.0,92.0,78.0,71.0,50.0,78.0,92.0,92.0,64.0,64.0,78.0,85.0,50.0,35.0,21.0,14.0,21.0,28.0
,41.25602310686556,-8.713760565570126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.25652781707669,-8.71303573758525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidade de Saúde de Lavra,41.25254212644517,-8.705502520817426,28.0,35.0,35.0,21.0,35.0,50.0,57.0,42.0,35.0,14.0,7.0,21.0,35.0,42.0,50.0,42.0,50.0,50.0,35.0,42.0,42.0,35.0,21.0,14.0,21.0,7.0,7.0,14.0,42.0,42.0,42.0,28.0,42.0,42.0,42.0,42.0,71.0,92.0,64.0,35.0,28.0,14.0,28.0,35.0,28.0,28.0,35.0,42.0,50.0,50.0,28.0,14.0,35.0,50.0,71.0,64.0,35.0,35.0,28.0,21.0,28.0,28.0,21.0,42.0,50.0,71.0,57.0,35.0,28.0,35.0,50.0,50.0,42.0,35.0,50.0,42.0,64.0,71.0,85.0,78.0,57.0,42.0,42.0,14.0,7.0,14.0,21.0,28.0,57.0,57.0,57.0,21.0,21.0,28.0,42.0,28.0,0.0,0.0,0.0,14.0,28.0,35.0,14.0,35.0,42.0,71.0,42.0,50.0,21.0,14.0,14.0,21.0,28.0,57.0,71.0,85.0,64.0,42.0,7.0,7.0,50.0,50.0,50.0,71.0,50.0,42.0,50.0,42.0,50.0,28.0,28.0,14.0,35.0,28.0,21.0,21.0,28.0,28.0,28.0,42.0,57.0,100.0,92.0,64.0,21.0,28.0,35.0,64.0,57.0,42.0,14.0,21.0,28.0,71.0,57.0,42.0,28.0,7.0,21.0,50.0,71.0,50.0,50.0,35.0,28.0,21.0,14.0,7.0
EB José Domingues dos Santos,41.2501190811183,-8.702399510060182,35.0,50.0,71.0,64.0,57.0,42.0,50.0,78.0,100.0,64.0,42.0,21.0,21.0,35.0,64.0,35.0,57.0,50.0,64.0,28.0,42.0,42.0,42.0,21.0,64.0,35.0,28.0,35.0,28.0,57.0,71.0,85.0,78.0,71.0,35.0,21.0,21.0,21.0,21.0,50.0,28.0,21.0,35.0,21.0,42.0,42.0,85.0,78.0,28.0,50.0,35.0,42.0,28.0,35.0,57.0,50.0,64.0,64.0,57.0,50.0,50.0,57.0,71.0,50.0,57.0,50.0,64.0,57.0,50.0,64.0,50.0,35.0,71.0,50.0,35.0,35.0,21.0,28.0,21.0,35.0,42.0,35.0,57.0,64.0,100.0,57.0,71.0,42.0,71.0,50.0,57.0,50.0,35.0,50.0,57.0,78.0,28.0,28.0,28.0,21.0,7.0,21.0,35.0,57.0,42.0,57.0,50.0,85.0,78.0,78.0,28.0,28.0,28.0,35.0,57.0,50.0,28.0,35.0,35.0,35.0,14.0,21.0,50.0,50.0,50.0,50.0,64.0,92.0,92.0,85.0,50.0,28.0,7.0,7.0,35.0,35.0,35.0,35.0,57.0,71.0,42.0,42.0,21.0,21.0,35.0,28.0,14.0,14.0,21.0,50.0,64.0,50.0,57.0,28.0,50.0,28.0,28.0,28.0,42.0,28.0,14.0,14.0,28.0,28.0,28.0,42.0,50.0,42.0
EB José Domingues dos Santos,41.25013823856817,-8.70213846039331,7.0,15.0,30.0,38.0,30.0,53.0,53.0,53.0,46.0,38.0,30.0,61.0,61.0,76.0,76.0,69.0,38.0,23.0,7.0,30.0,30.0,23.0,30.0,15.0,69.0,69.0,53.0,53.0,46.0,38.0,23.0,38.0,61.0,100.0,84.0,92.0,53.0,69.0,61.0,46.0,30.0,53.0,30.0,30.0,30.0,23.0,38.0,53.0,38.0,61.0,53.0,53.0,61.0,61.0,46.0,46.0,30.0,61.0,61.0,76.0,38.0,23.0,15.0,23.0,23.0,38.0,38.0,46.0,46.0,46.0,30.0,23.0,46.0,46.0,46.0,53.0,69.0,76.0,84.0,84.0,69.0,46.0,38.0,30.0,46.0,76.0,92.0,69.0,69.0,38.0,38.0,23.0,23.0,30.0,46.0,46.0,15.0,30.0,53.0,69.0,53.0,23.0,15.0,0.0,0.0,0.0,7.0,23.0,30.0,38.0,38.0,53.0,53.0,76.0,69.0,69.0,53.0,46.0,23.0,7.0,38.0,46.0,30.0,30.0,15.0,23.0,38.0,53.0,53.0,69.0,46.0,30.0,30.0,30.0,38.0,30.0,38.0,46.0,69.0,53.0,61.0,30.0,30.0,38.0,38.0,30.0,23.0,15.0,38.0,38.0,69.0,69.0,92.0,46.0,46.0,38.0,53.0,46.0,38.0,7.0,15.0,30.0,46.0,30.0,15.0,7.0,23.0,30.0
Barreiro,41.246171122072056,-8.700850554323274,57.0,92.0,64.0,64.0,42.0,28.0,28.0,50.0,57.0,57.0,42.0,57.0,50.0,42.0,42.0,57.0,50.0,42.0,35.0,28.0,28.0,35.0,50.0,42.0,14.0,14.0,14.0,21.0,28.0,50.0,50.0,78.0,78.0,64.0,71.0,42.0,14.0,14.0,35.0,64.0,42.0,50.0,42.0,42.0,35.0,35.0,28.0,28.0,50.0,71.0,50.0,50.0,21.0,14.0,0.0,21.0,42.0,57.0,42.0,35.0,35.0,50.0,35.0,28.0,7.0,14.0,21.0,21.0,35.0,28.0,42.0,50.0,42.0,35.0,21.0,28.0,21.0,28.0,50.0,64.0,92.0,64.0,64.0,28.0,28.0,28.0,42.0,28.0,35.0,42.0,71.0,50.0,71.0,71.0,64.0,42.0,57.0,57.0,57.0,64.0,85.0,57.0,64.0,64.0,78.0,71.0,78.0,78.0,92.0,100.0,71.0,78.0,35.0,35.0,35.0,42.0,42.0,42.0,57.0,57.0,50.0,42.0,42.0,35.0,57.0,64.0,50.0,21.0,14.0,14.0,7.0,21.0,57.0,42.0,14.0,14.0,21.0,28.0,28.0,21.0,21.0,28.0,50.0,50.0,42.0,35.0,21.0,21.0,28.0,35.0,42.0,57.0,50.0,64.0,57.0,50.0,28.0,28.0,21.0,21.0,42.0,35.0,35.0,28.0,21.0,35.0,35.0,35.0
Barreiro,41.24620032580624,-8.700725729986605,46.0,26.0,26.0,20.0,13.0,13.0,20.0,40.0,46.0,40.0,46.0,60.0,73.0,60.0,66.0,46.0,46.0,46.0,46.0,26.0,20.0,13.0,33.0,33.0,33.0,40.0,46.0,46.0,20.0,20.0,20.0,26.0,20.0,26.0,13.0,13.0,20.0,33.0,46.0,33.0,33.0,40.0,26.0,13.0,0.0,13.0,26.0,40.0,13.0,40.0,33.0,53.0,40.0,20.0,6.0,20.0,33.0,20.0,40.0,40.0,40.0,40.0,53.0,46.0,33.0,13.0,13.0,13.0,13.0,26.0,13.0,13.0,26.0,6.0,0.0,6.0,20.0,13.0,20.0,13.0,13.0,33.0,60.0,73.0,80.0,86.0,100.0,66.0,46.0,33.0,53.0,33.0,40.0,33.0,46.0,33.0,60.0,46.0,26.0,26.0,33.0,26.0,20.0,13.0,33.0,33.0,33.0,33.0,53.0,40.0,33.0,26.0,33.0,46.0,53.0,33.0,46.0,60.0,73.0,53.0,40.0,26.0,13.0,0.0,6.0,6.0,26.0,53.0,66.0,66.0,46.0,40.0,20.0,20.0,33.0,40.0,26.0,33.0,40.0,33.0,20.0,33.0,46.0,40.0,33.0,20.0,26.0,33.0,80.0,66.0,80.0,60.0,80.0,66.0,66.0,60.0,53.0,33.0,13.0,13.0,26.0,53.0,53.0,66.0,53.0,60.0,53.0,53.0
Monte do Corgo,41.235749337970695,-8.698591799685918,14.0,7.0,21.0,28.0,21.0,42.0,50.0,57.0,57.0,78.0,85.0,78.0,71.0,78.0,85.0,78.0,71.0,35.0,50.0,42.0,50.0,35.0,28.0,21.0,78.0,64.0,42.0,35.0,42.0,64.0,71.0,78.0,78.0,64.0,42.0,64.0,64.0,78.0,100.0,64.0,71.0,42.0,50.0,35.0,35.0,57.0,50.0,92.0,14.0,21.0,50.0,71.0,71.0,57.0,42.0,21.0,21.0,21.0,14.0,21.0,42.0,50.0,57.0,35.0,28.0,64.0,78.0,78.0,50.0,28.0,14.0,14.0,50.0,35.0,42.0,42.0,35.0,28.0,14.0,21.0,42.0,35.0,57.0,35.0,42.0,57.0,64.0,64.0,42.0,57.0,64.0,71.0,71.0,28.0,21.0,35.0,42.0,57.0,42.0,35.0,21.0,7.0,7.0,21.0,21.0,28.0,21.0,28.0,14.0,14.0,21.0,28.0,50.0,42.0,50.0,35.0,21.0,7.0,7.0,21.0,28.0,7.0,14.0,28.0,28.0,7.0,14.0,35.0,50.0,64.0,28.0,21.0,21.0,35.0,21.0,28.0,28.0,42.0,42.0,50.0,42.0,35.0,50.0,28.0,42.0,50.0,42.0,50.0,50.0,42.0,28.0,21.0,28.0,42.0,28.0,35.0,21.0,7.0,14.0,35.0,57.0,50.0,35.0,57.0,42.0,71.0,85.0,85.0
Fontainhas,41.25122741265177,-8.694846558283512,80.0,46.0,40.0,26.0,26.0,26.0,33.0,66.0,66.0,73.0,80.0,66.0,66.0,33.0,40.0,60.0,40.0,26.0,20.0,26.0,46.0,40.0,80.0,53.0,40.0,40.0,33.0,53.0,33.0,33.0,26.0,26.0,26.0,20.0,13.0,13.0,13.0,6.0,26.0,26.0,26.0,26.0,26.0,20.0,26.0,40.0,46.0,66.0,6.0,13.0,26.0,26.0,40.0,20.0,13.0,13.0,53.0,60.0,93.0,93.0,80.0,60.0,60.0,46.0,60.0,60.0,66.0,53.0,53.0,73.0,53.0,33.0,6.0,20.0,33.0,73.0,53.0,40.0,26.0,33.0,60.0,40.0,13.0,26.0,60.0,100.0,60.0,66.0,46.0,46.0,53.0,53.0,60.0,46.0,40.0,26.0,26.0,13.0,20.0,33.0,40.0,53.0,60.0,46.0,40.0,46.0,46.0,46.0,40.0,53.0,60.0,53.0,60.0,60.0,60.0,40.0,40.0,26.0,26.0,26.0,33.0,33.0,20.0,13.0,20.0,33.0,53.0,40.0,46.0,46.0,46.0,33.0,46.0,53.0,46.0,33.0,33.0,40.0,40.0,33.0,20.0,20.0,40.0,40.0,86.0,53.0,46.0,40.0,60.0,40.0,33.0,33.0,33.0,40.0,46.0,60.0,53.0,40.0,33.0,20.0,13.0,13.0,40.0,53.0,66.0,66.0,60.0,60.0
Bairro das Flores,41.23273757201436,-8.70652573222647,11.0,11.0,22.0,22.0,22.0,33.0,44.0,33.0,33.0,50.0,55.0,55.0,44.0,44.0,55.0,55.0,38.0,27.0,22.0,27.0,16.0,27.0,27.0,22.0,16.0,33.0,44.0,38.0,27.0,33.0,50.0,38.0,27.0,22.0,27.0,44.0,66.0,38.0,33.0,38.0,61.0,77.0,61.0,38.0,27.0,22.0,33.0,11.0,22.0,27.0,55.0,66.0,66.0,50.0,38.0,16.0,11.0,16.0,27.0,38.0,50.0,55.0,72.0,72.0,55.0,38.0,27.0,44.0,61.0,66.0,44.0,38.0,5.0,5.0,16.0,27.0,33.0,55.0,61.0,61.0,50.0,50.0,61.0,72.0,50.0,44.0,44.0,55.0,44.0,55.0,61.0,61.0,50.0,38.0,33.0,16.0,33.0,38.0,27.0,33.0,27.0,38.0,27.0,33.0,16.0,33.0,33.0,44.0,44.0,55.0,38.0,44.0,33.0,44.0,44.0,50.0,27.0,16.0,11.0,22.0,27.0,22.0,22.0,33.0,33.0,27.0,16.0,5.0,22.0,33.0,33.0,22.0,22.0,27.0,50.0,66.0,100.0,77.0,61.0,55.0,61.0,66.0,77.0,66.0,61.0,44.0,38.0,27.0,33.0,44.0,44.0,44.0,38.0,27.0,16.0,22.0,38.0,61.0,94.0,83.0,88.0,83.0,88.0,55.0,33.0,27.0,38.0,50.0
