place_name,lat,lon,sun_04,sun_05,sun_06,sun_07,sun_08,sun_09,sun_10,sun_11,sun_12,sun_13,sun_14,sun_15,sun_16,sun_17,sun_18,sun_19,sun_20,sun_21,sun_22,sun_23,sun_00,sun_01,sun_02,sun_03,mon_04,mon_05,mon_06,mon_07,mon_08,mon_09,mon_10,mon_11,mon_12,mon_13,mon_14,mon_15,mon_16,mon_17,mon_18,mon_19,mon_20,mon_21,mon_22,mon_23,mon_00,mon_01,mon_02,mon_03,tue_04,tue_05,tue_06,tue_07,tue_08,tue_09,tue_10,tue_11,tue_12,tue_13,tue_14,tue_15,tue_16,tue_17,tue_18,tue_19,tue_20,tue_21,tue_22,tue_23,tue_00,tue_01,tue_02,tue_03,wed_04,wed_05,wed_06,wed_07,wed_08,wed_09,wed_10,wed_11,wed_12,wed_13,wed_14,wed_15,wed_16,wed_17,wed_18,wed_19,wed_20,wed_21,wed_22,wed_23,wed_00,wed_01,wed_02,wed_03,thu_04,thu_05,thu_06,thu_07,thu_08,thu_09,thu_10,thu_11,thu_12,thu_13,thu_14,thu_15,thu_16,thu_17,thu_18,thu_19,thu_20,thu_21,thu_22,thu_23,thu_00,thu_01,thu_02,thu_03,fri_04,fri_05,fri_06,fri_07,fri_08,fri_09,fri_10,fri_11,fri_12,fri_13,fri_14,fri_15,fri_16,fri_17,fri_18,fri_19,fri_20,fri_21,fri_22,fri_23,fri_00,fri_01,fri_02,fri_03,sat_04,sat_05,sat_06,sat_07,sat_08,sat_09,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_00,sat_01,sat_02,sat_03
Bairro da Biquinha,41.175272460551376,-8.674434307655634,15.0,16.0,18.0,24.0,30.0,26.0,28.0,32.0,50.0,64.0,67.0,57.0,59.0,61.0,69.0,79.0,68.0,69.0,62.0,60.0,36.0,27.0,20.0,21.0,24.0,29.0,25.0,30.0,34.0,30.0,30.0,32.0,38.0,46.0,53.0,58.0,56.0,55.0,62.0,79.0,98.0,100.0,88.0,71.0,38.0,26.0,15.0,21.0,14.0,15.0,19.0,19.0,21.0,19.0,23.0,21.0,27.0,26.0,31.0,36.0,47.0,64.0,70.0,77.0,85.0,96.0,92.0,75.0,40.0,28.0,19.0,17.0,25.0,23.0,18.0,13.0,19.0,24.0,29.0,30.0,31.0,36.0,38.0,48.0,55.0,63.0,72.0,86.0,91.0,92.0,88.0,74.0,45.0,29.0,22.0,23.0,20.0,17.0,17.0,22.0,22.0,27.0,28.0,36.0,38.0,37.0,33.0,37.0,42.0,56.0,66.0,75.0,79.0,87.0,87.0,77.0,54.0,39.0,32.0,25.0,15.0,14.0,16.0,19.0,22.0,24.0,21.0,27.0,27.0,26.0,24.0,28.0,41.0,52.0,58.0,63.0,69.0,73.0,72.0,64.0,35.0,18.0,9.0,9.0,18.0,19.0,20.0,15.0,14.0,16.0,24.0,28.0,28.0,26.0,31.0,35.0,48.0,58.0,72.0,73.0,73.0,66.0,73.0,72.0,48.0,33.0,19.0,21.0
António Carneiro,41.177192741856494,-8.675735356840319,33.0,40.0,46.0,53.0,66.0,60.0,40.0,53.0,46.0,66.0,53.0,53.0,46.0,66.0,66.0,66.0,53.0,46.0,33.0,33.0,33.0,66.0,93.0,60.0,20.0,26.0,13.0,6.0,6.0,13.0,40.0,46.0,66.0,33.0,40.0,40.0,46.0,60.0,46.0,66.0,60.0,73.0,80.0,60.0,53.0,33.0,33.0,13.0,53.0,46.0,46.0,40.0,46.0,66.0,80.0,73.0,40.0,40.0,46.0,33.0,20.0,26.0,46.0,73.0,80.0,100.0,100.0,93.0,60.0,40.0,40.0,33.0,53.0,66.0,53.0,46.0,46.0,26.0,40.0,46.0,60.0,66.0,60.0,53.0,46.0,53.0,60.0,53.0,60.0,66.0,73.0,86.0,53.0,33.0,13.0,20.0,46.0,53.0,53.0,40.0,46.0,40.0,53.0,40.0,53.0,40.0,40.0,53.0,53.0,86.0,60.0,53.0,40.0,60.0,80.0,73.0,66.0,46.0,46.0,46.0,53.0,60.0,46.0,60.0,46.0,40.0,60.0,80.0,86.0,80.0,66.0,40.0,40.0,53.0,66.0,53.0,53.0,80.0,80.0,86.0,93.0,100.0,73.0,66.0,46.0,60.0,53.0,60.0,66.0,46.0,46.0,40.0,33.0,33.0,40.0,60.0,46.0,46.0,40.0,26.0,20.0,33.0,60.0,73.0,53.0,46.0,20.0,40.0
E. Sec. G. Zarco,41.17735442589636,-8.67737308121992,31.0,36.0,52.0,42.0,42.0,31.0,15.0,5.0,5.0,15.0,5.0,15.0,21.0,26.0,26.0,31.0,57.0,73.0,84.0,63.0,36.0,21.0,21.0,36.0,52.0,31.0,31.0,26.0,31.0,31.0,36.0,57.0,78.0,100.0,68.0,57.0,36.0,47.0,63.0,68.0,57.0,57.0,42.0,42.0,42.0,36.0,47.0,47.0,26.0,42.0,36.0,31.0,21.0,5.0,5.0,10.0,15.0,15.0,15.0,31.0,52.0,42.0,47.0,52.0,84.0,84.0,100.0,63.0,57.0,31.0,21.0,15.0,36.0,57.0,47.0,26.0,15.0,21.0,26.0,42.0,31.0,47.0,63.0,57.0,26.0,15.0,31.0,42.0,68.0,89.0,89.0,63.0,57.0,42.0,47.0,26.0,26.0,26.0,26.0,47.0,57.0,31.0,31.0,21.0,10.0,15.0,15.0,26.0,26.0,21.0,26.0,26.0,52.0,52.0,73.0,57.0,36.0,15.0,15.0,21.0,42.0,42.0,57.0,36.0,36.0,31.0,47.0,47.0,42.0,26.0,21.0,15.0,21.0,42.0,57.0,84.0,84.0,63.0,47.0,36.0,47.0,36.0,36.0,26.0,42.0,36.0,36.0,31.0,26.0,26.0,15.0,10.0,15.0,31.0,31.0,31.0,36.0,52.0,57.0,57.0,57.0,73.0,73.0,52.0,31.0,21.0,15.0,31.0
Escola Sec. J. G. Zarco,41.17768123340978,-8.67725493945586,31.0,36.0,52.0,42.0,42.0,31.0,15.0,5.0,5.0,15.0,5.0,15.0,21.0,26.0,26.0,31.0,57.0,73.0,84.0,63.0,36.0,21.0,21.0,36.0,52.0,31.0,31.0,26.0,31.0,31.0,36.0,57.0,78.0,100.0,68.0,57.0,36.0,47.0,63.0,68.0,57.0,57.0,42.0,42.0,42.0,36.0,47.0,47.0,26.0,42.0,36.0,31.0,21.0,5.0,5.0,10.0,15.0,15.0,15.0,31.0,52.0,42.0,47.0,52.0,84.0,84.0,100.0,63.0,57.0,31.0,21.0,15.0,36.0,57.0,47.0,26.0,15.0,21.0,26.0,42.0,31.0,47.0,63.0,57.0,26.0,15.0,31.0,42.0,68.0,89.0,89.0,63.0,57.0,42.0,47.0,26.0,26.0,26.0,26.0,47.0,57.0,31.0,31.0,21.0,10.0,15.0,15.0,26.0,26.0,21.0,26.0,26.0,52.0,52.0,73.0,57.0,36.0,15.0,15.0,21.0,42.0,42.0,57.0,36.0,36.0,31.0,47.0,47.0,42.0,26.0,21.0,15.0,21.0,42.0,57.0,84.0,84.0,63.0,47.0,36.0,47.0,36.0,36.0,26.0,42.0,36.0,36.0,31.0,26.0,26.0,15.0,10.0,15.0,31.0,31.0,31.0,36.0,52.0,57.0,57.0,57.0,73.0,73.0,52.0,31.0,21.0,15.0,31.0
Matosinhos (Tribunal),41.18451767279381,-8.677526306000718,46.0,33.0,26.0,26.0,20.0,20.0,33.0,40.0,53.0,60.0,46.0,33.0,33.0,33.0,33.0,13.0,20.0,13.0,40.0,40.0,60.0,60.0,73.0,40.0,53.0,53.0,46.0,40.0,13.0,20.0,40.0,53.0,40.0,46.0,53.0,66.0,53.0,40.0,33.0,40.0,33.0,46.0,46.0,66.0,53.0,60.0,53.0,46.0,26.0,33.0,53.0,46.0,46.0,26.0,20.0,20.0,13.0,20.0,26.0,26.0,26.0,40.0,40.0,60.0,40.0,53.0,33.0,46.0,53.0,40.0,40.0,26.0,53.0,33.0,26.0,20.0,33.0,33.0,60.0,53.0,53.0,46.0,46.0,53.0,66.0,80.0,66.0,66.0,53.0,80.0,66.0,40.0,20.0,26.0,46.0,46.0,46.0,46.0,46.0,26.0,40.0,33.0,33.0,33.0,53.0,46.0,46.0,40.0,33.0,46.0,33.0,46.0,53.0,66.0,46.0,26.0,13.0,0.0,20.0,33.0,20.0,20.0,26.0,20.0,33.0,53.0,100.0,93.0,73.0,33.0,26.0,20.0,46.0,46.0,33.0,26.0,20.0,40.0,46.0,60.0,53.0,53.0,53.0,26.0,100.0,80.0,86.0,93.0,80.0,80.0,86.0,80.0,66.0,73.0,53.0,40.0,26.0,33.0,40.0,26.0,40.0,53.0,80.0,73.0,80.0,66.0,93.0,93.0
Matosinhos (Tribunal),41.18443889819405,-8.677622229604912,76.0,84.0,61.0,38.0,30.0,30.0,38.0,38.0,38.0,23.0,30.0,23.0,30.0,38.0,53.0,46.0,46.0,30.0,46.0,76.0,69.0,38.0,30.0,38.0,61.0,84.0,76.0,76.0,46.0,38.0,7.0,15.0,23.0,7.0,7.0,30.0,46.0,69.0,53.0,53.0,38.0,38.0,46.0,38.0,61.0,61.0,69.0,61.0,23.0,46.0,53.0,53.0,38.0,46.0,76.0,76.0,46.0,38.0,38.0,46.0,30.0,38.0,23.0,46.0,38.0,61.0,46.0,61.0,61.0,61.0,46.0,38.0,38.0,38.0,23.0,30.0,15.0,7.0,23.0,30.0,46.0,30.0,53.0,69.0,46.0,46.0,53.0,76.0,69.0,69.0,46.0,53.0,30.0,30.0,15.0,30.0,30.0,15.0,46.0,46.0,53.0,30.0,38.0,46.0,38.0,46.0,30.0,30.0,46.0,46.0,46.0,53.0,53.0,46.0,23.0,7.0,7.0,23.0,38.0,30.0,46.0,30.0,23.0,15.0,7.0,7.0,23.0,30.0,15.0,7.0,7.0,23.0,23.0,46.0,30.0,38.0,38.0,38.0,46.0,46.0,46.0,38.0,46.0,30.0,84.0,100.0,69.0,61.0,61.0,69.0,53.0,23.0,30.0,61.0,53.0,61.0,38.0,30.0,38.0,61.0,61.0,46.0,53.0,38.0,30.0,46.0,61.0,100.0
Fresca,41.18744259491784,-8.699554657955533,50.0,35.0,28.0,42.0,57.0,50.0,42.0,21.0,0.0,0.0,14.0,28.0,42.0,28.0,35.0,28.0,35.0,35.0,42.0,21.0,21.0,35.0,50.0,50.0,50.0,64.0,92.0,64.0,57.0,42.0,50.0,64.0,71.0,42.0,28.0,42.0,50.0,35.0,28.0,42.0,28.0,7.0,7.0,14.0,21.0,28.0,28.0,42.0,85.0,71.0,50.0,21.0,14.0,14.0,21.0,21.0,35.0,42.0,71.0,64.0,50.0,21.0,21.0,50.0,57.0,42.0,35.0,35.0,35.0,50.0,64.0,78.0,28.0,21.0,14.0,7.0,14.0,28.0,50.0,64.0,35.0,35.0,35.0,57.0,57.0,50.0,50.0,50.0,35.0,21.0,21.0,42.0,42.0,35.0,35.0,21.0,42.0,71.0,85.0,100.0,71.0,85.0,71.0,64.0,50.0,50.0,64.0,50.0,28.0,7.0,35.0,42.0,50.0,21.0,21.0,14.0,35.0,28.0,21.0,21.0,28.0,50.0,28.0,42.0,28.0,21.0,35.0,57.0,50.0,50.0,50.0,64.0,35.0,35.0,50.0,57.0,92.0,85.0,64.0,64.0,42.0,50.0,14.0,28.0,28.0,21.0,28.0,50.0,64.0,78.0,71.0,64.0,50.0,50.0,28.0,28.0,14.0,14.0,28.0,42.0,50.0,35.0,35.0,42.0,50.0,71.0,71.0,57.0
Corpo Santo,41.19184925227742,-8.69931001175461,50.0,43.0,50.0,56.0,62.0,50.0,43.0,37.0,31.0,18.0,18.0,6.0,0.0,6.0,12.0,18.0,31.0,43.0,62.0,62.0,43.0,31.0,43.0,37.0,12.0,12.0,37.0,31.0,25.0,37.0,50.0,68.0,62.0,68.0,56.0,56.0,62.0,62.0,56.0,43.0,43.0,62.0,56.0,37.0,18.0,0.0,6.0,12.0,31.0,25.0,37.0,43.0,43.0,50.0,25.0,25.0,31.0,43.0,37.0,25.0,18.0,18.0,12.0,25.0,37.0,43.0,31.0,37.0,56.0,25.0,25.0,31.0,56.0,37.0,37.0,50.0,56.0,68.0,68.0,50.0,37.0,31.0,50.0,93.0,81.0,43.0,25.0,43.0,81.0,93.0,68.0,56.0,56.0,75.0,100.0,81.0,43.0,43.0,56.0,37.0,25.0,25.0,12.0,18.0,25.0,37.0,31.0,37.0,25.0,6.0,6.0,12.0,12.0,31.0,31.0,31.0,12.0,18.0,18.0,31.0,18.0,25.0,12.0,12.0,31.0,43.0,50.0,56.0,43.0,37.0,31.0,18.0,18.0,12.0,25.0,31.0,56.0,75.0,37.0,18.0,12.0,6.0,6.0,18.0,18.0,37.0,50.0,43.0,37.0,31.0,25.0,25.0,18.0,25.0,25.0,31.0,18.0,18.0,12.0,25.0,50.0,62.0,56.0,31.0,18.0,0.0,0.0,6.0
Piscina das Marés,41.19195567090128,-8.70528424701932,40.0,20.0,20.0,26.0,26.0,20.0,13.0,26.0,46.0,66.0,60.0,53.0,60.0,80.0,80.0,80.0,73.0,53.0,40.0,13.0,13.0,33.0,53.0,53.0,46.0,66.0,93.0,93.0,93.0,66.0,53.0,60.0,60.0,80.0,80.0,66.0,60.0,60.0,46.0,46.0,73.0,66.0,73.0,60.0,66.0,53.0,46.0,53.0,33.0,33.0,26.0,46.0,33.0,33.0,13.0,20.0,33.0,40.0,46.0,53.0,66.0,66.0,60.0,86.0,80.0,73.0,46.0,33.0,13.0,40.0,46.0,60.0,33.0,13.0,20.0,20.0,40.0,46.0,73.0,53.0,73.0,73.0,100.0,100.0,100.0,80.0,53.0,53.0,66.0,80.0,86.0,86.0,66.0,46.0,46.0,33.0,33.0,13.0,20.0,40.0,80.0,93.0,60.0,46.0,33.0,40.0,60.0,60.0,53.0,46.0,26.0,20.0,13.0,26.0,46.0,53.0,66.0,46.0,40.0,46.0,53.0,53.0,60.0,60.0,66.0,40.0,40.0,33.0,20.0,26.0,33.0,53.0,66.0,60.0,80.0,86.0,86.0,100.0,66.0,60.0,33.0,26.0,20.0,40.0,66.0,46.0,53.0,46.0,46.0,33.0,20.0,20.0,26.0,33.0,33.0,20.0,20.0,40.0,53.0,60.0,60.0,73.0,73.0,60.0,40.0,20.0,33.0,53.0
Quinta da Conceição,41.194753861252245,-8.686676929557565,15.0,10.0,26.0,31.0,31.0,42.0,42.0,57.0,68.0,52.0,26.0,21.0,15.0,15.0,31.0,36.0,47.0,31.0,36.0,10.0,15.0,21.0,26.0,21.0,47.0,42.0,42.0,63.0,78.0,57.0,42.0,31.0,52.0,57.0,78.0,84.0,89.0,52.0,31.0,26.0,15.0,31.0,26.0,36.0,15.0,15.0,26.0,42.0,15.0,10.0,21.0,47.0,68.0,57.0,57.0,52.0,52.0,63.0,78.0,84.0,68.0,63.0,52.0,47.0,47.0,57.0,52.0,57.0,42.0,36.0,21.0,21.0,21.0,31.0,42.0,89.0,78.0,73.0,57.0,52.0,52.0,57.0,68.0,52.0,63.0,52.0,47.0,47.0,47.0,57.0,68.0,63.0,36.0,31.0,42.0,42.0,15.0,5.0,10.0,31.0,63.0,94.0,100.0,78.0,63.0,63.0,57.0,68.0,63.0,57.0,63.0,42.0,47.0,42.0,52.0,42.0,42.0,36.0,36.0,26.0,47.0,31.0,21.0,31.0,68.0,78.0,57.0,57.0,47.0,42.0,47.0,57.0,78.0,73.0,68.0,47.0,47.0,47.0,47.0,21.0,21.0,26.0,47.0,47.0,21.0,21.0,15.0,10.0,15.0,21.0,21.0,42.0,47.0,42.0,36.0,42.0,36.0,36.0,26.0,15.0,10.0,15.0,15.0,26.0,42.0,26.0,15.0,21.0
Quinta da Conceição,41.19512234550091,-8.686592509156041,25.0,18.0,18.0,43.0,62.0,50.0,37.0,31.0,37.0,43.0,25.0,31.0,31.0,25.0,50.0,50.0,62.0,56.0,50.0,25.0,37.0,37.0,37.0,18.0,37.0,50.0,81.0,81.0,68.0,62.0,50.0,56.0,37.0,50.0,50.0,50.0,50.0,43.0,43.0,43.0,37.0,31.0,43.0,56.0,62.0,43.0,31.0,18.0,18.0,37.0,56.0,68.0,68.0,56.0,62.0,43.0,50.0,31.0,25.0,37.0,43.0,50.0,37.0,62.0,50.0,50.0,25.0,37.0,25.0,12.0,0.0,12.0,31.0,43.0,87.0,68.0,75.0,62.0,68.0,50.0,37.0,50.0,68.0,100.0,87.0,81.0,81.0,68.0,43.0,31.0,37.0,31.0,31.0,31.0,25.0,31.0,31.0,18.0,31.0,37.0,68.0,75.0,100.0,81.0,81.0,93.0,75.0,68.0,56.0,62.0,43.0,43.0,43.0,50.0,56.0,62.0,50.0,37.0,37.0,31.0,37.0,31.0,18.0,25.0,37.0,56.0,68.0,56.0,56.0,62.0,93.0,87.0,81.0,68.0,50.0,25.0,18.0,25.0,50.0,43.0,43.0,50.0,62.0,87.0,25.0,31.0,56.0,81.0,93.0,75.0,50.0,37.0,31.0,31.0,25.0,43.0,56.0,62.0,37.0,43.0,50.0,50.0,56.0,62.0,68.0,62.0,43.0,25.0
Cais 6,41.193793915760025,-8.689117279031594,33.0,33.0,23.0,23.0,19.0,42.0,33.0,28.0,19.0,23.0,33.0,28.0,28.0,28.0,28.0,38.0,66.0,80.0,85.0,80.0,52.0,42.0,33.0,42.0,4.0,14.0,28.0,38.0,28.0,19.0,9.0,28.0,28.0,42.0,42.0,57.0,42.0,38.0,14.0,14.0,33.0,66.0,80.0,80.0,52.0,23.0,9.0,4.0,47.0,80.0,90.0,100.0,71.0,47.0,33.0,33.0,28.0,23.0,38.0,42.0,47.0,57.0,42.0,42.0,47.0,71.0,66.0,57.0,28.0,14.0,19.0,33.0,38.0,38.0,38.0,33.0,28.0,28.0,23.0,33.0,38.0,52.0,47.0,33.0,23.0,38.0,47.0,47.0,57.0,52.0,61.0,66.0,66.0,80.0,57.0,52.0,14.0,19.0,23.0,23.0,14.0,23.0,19.0,19.0,23.0,28.0,38.0,38.0,57.0,61.0,57.0,47.0,52.0,33.0,33.0,28.0,28.0,19.0,23.0,14.0,28.0,28.0,38.0,42.0,42.0,42.0,33.0,28.0,28.0,23.0,28.0,42.0,66.0,71.0,66.0,38.0,33.0,33.0,61.0,80.0,71.0,57.0,33.0,19.0,47.0,33.0,23.0,19.0,14.0,23.0,23.0,38.0,52.0,61.0,57.0,61.0,52.0,52.0,42.0,23.0,19.0,28.0,38.0,28.0,23.0,28.0,52.0,38.0
Piscinas de Leça,41.19197448766524,-8.706209883831256,41.0,41.0,29.0,29.0,41.0,47.0,58.0,100.0,88.0,82.0,76.0,64.0,35.0,41.0,35.0,41.0,29.0,17.0,29.0,23.0,17.0,11.0,5.0,23.0,23.0,23.0,11.0,11.0,23.0,17.0,5.0,5.0,5.0,17.0,29.0,29.0,47.0,64.0,52.0,35.0,29.0,29.0,52.0,52.0,70.0,41.0,29.0,29.0,11.0,17.0,5.0,0.0,17.0,23.0,35.0,29.0,29.0,29.0,23.0,17.0,23.0,47.0,47.0,41.0,41.0,47.0,41.0,41.0,29.0,11.0,11.0,11.0,41.0,35.0,41.0,47.0,52.0,52.0,41.0,29.0,17.0,23.0,23.0,29.0,47.0,52.0,29.0,35.0,35.0,58.0,52.0,29.0,23.0,29.0,35.0,35.0,47.0,70.0,70.0,41.0,29.0,29.0,29.0,35.0,35.0,47.0,52.0,47.0,41.0,47.0,29.0,17.0,11.0,23.0,52.0,64.0,64.0,35.0,41.0,35.0,35.0,41.0,35.0,29.0,17.0,17.0,47.0,52.0,76.0,58.0,52.0,17.0,17.0,35.0,47.0,41.0,47.0,70.0,70.0,58.0,29.0,17.0,29.0,52.0,70.0,52.0,35.0,35.0,47.0,35.0,35.0,35.0,52.0,94.0,88.0,58.0,29.0,41.0,76.0,70.0,64.0,47.0,29.0,29.0,23.0,35.0,52.0,64.0
Marginal de Leça,41.19705777702237,-8.709457143698739,76.0,53.0,30.0,30.0,23.0,7.0,7.0,15.0,46.0,53.0,46.0,46.0,61.0,61.0,61.0,53.0,53.0,46.0,53.0,61.0,69.0,38.0,38.0,61.0,46.0,61.0,76.0,61.0,61.0,46.0,23.0,7.0,7.0,30.0,30.0,23.0,38.0,61.0,53.0,53.0,30.0,38.0,46.0,61.0,46.0,30.0,23.0,15.0,15.0,7.0,30.0,46.0,46.0,30.0,53.0,38.0,46.0,46.0,69.0,38.0,38.0,23.0,38.0,30.0,53.0,46.0,69.0,69.0,69.0,69.0,69.0,46.0,23.0,23.0,23.0,38.0,46.0,53.0,53.0,53.0,53.0,46.0,38.0,23.0,15.0,23.0,46.0,38.0,30.0,15.0,23.0,61.0,69.0,53.0,23.0,30.0,23.0,23.0,30.0,38.0,53.0,30.0,38.0,53.0,76.0,100.0,69.0,69.0,38.0,30.0,23.0,46.0,30.0,7.0,15.0,38.0,53.0,61.0,38.0,30.0,46.0,46.0,30.0,46.0,46.0,38.0,30.0,30.0,38.0,46.0,30.0,53.0,53.0,76.0,84.0,92.0,61.0,69.0,46.0,69.0,61.0,92.0,69.0,84.0,38.0,23.0,15.0,23.0,53.0,46.0,46.0,46.0,53.0,38.0,69.0,53.0,69.0,84.0,84.0,61.0,53.0,38.0,30.0,30.0,46.0,30.0,30.0,30.0
Hosp. Pedro Hispano (metro),41.180534121426064,-8.667155322164868,25.0,43.0,68.0,37.0,25.0,25.0,31.0,50.0,50.0,56.0,37.0,18.0,12.0,0.0,12.0,31.0,50.0,50.0,50.0,43.0,43.0,37.0,43.0,18.0,18.0,25.0,37.0,31.0,12.0,18.0,12.0,12.0,18.0,12.0,12.0,31.0,75.0,81.0,75.0,50.0,31.0,43.0,25.0,18.0,12.0,18.0,37.0,25.0,31.0,37.0,43.0,68.0,100.0,87.0,68.0,43.0,43.0,50.0,25.0,31.0,37.0,43.0,56.0,75.0,81.0,75.0,68.0,50.0,37.0,25.0,12.0,12.0,50.0,62.0,43.0,25.0,18.0,18.0,50.0,68.0,75.0,62.0,25.0,25.0,37.0,62.0,68.0,62.0,56.0,43.0,37.0,43.0,43.0,43.0,43.0,50.0,56.0,37.0,25.0,6.0,25.0,31.0,43.0,50.0,81.0,56.0,31.0,31.0,18.0,31.0,31.0,37.0,25.0,56.0,68.0,75.0,43.0,37.0,31.0,37.0,25.0,31.0,18.0,43.0,56.0,75.0,50.0,43.0,56.0,50.0,50.0,62.0,56.0,43.0,37.0,37.0,25.0,6.0,12.0,25.0,37.0,25.0,18.0,25.0,37.0,31.0,18.0,31.0,18.0,31.0,25.0,31.0,18.0,31.0,37.0,37.0,37.0,37.0,68.0,68.0,62.0,31.0,37.0,25.0,12.0,6.0,12.0,37.0
Corgo,41.25198980021213,-8.717714195301141,31.0,36.0,36.0,31.0,31.0,52.0,78.0,47.0,36.0,21.0,15.0,15.0,21.0,42.0,26.0,36.0,26.0,31.0,26.0,26.0,31.0,31.0,42.0,31.0,36.0,15.0,15.0,31.0,52.0,52.0,47.0,42.0,26.0,15.0,15.0,10.0,21.0,21.0,31.0,36.0,31.0,36.0,42.0,73.0,57.0,47.0,52.0,42.0,26.0,26.0,26.0,31.0,36.0,31.0,26.0,31.0,36.0,36.0,52.0,26.0,15.0,26.0,36.0,52.0,36.0,47.0,42.0,57.0,36.0,31.0,31.0,21.0,21.0,15.0,10.0,10.0,21.0,31.0,57.0,42.0,31.0,21.0,15.0,21.0,36.0,47.0,57.0,36.0,36.0,36.0,57.0,52.0,52.0,31.0,26.0,26.0,21.0,21.0,21.0,15.0,15.0,15.0,21.0,21.0,47.0,26.0,31.0,26.0,26.0,31.0,21.0,21.0,15.0,21.0,26.0,21.0,31.0,57.0,63.0,42.0,36.0,26.0,42.0,47.0,52.0,68.0,78.0,100.0,68.0,68.0,42.0,31.0,31.0,42.0,84.0,84.0,68.0,47.0,36.0,21.0,21.0,31.0,36.0,36.0,36.0,36.0,42.0,36.0,36.0,42.0,47.0,52.0,57.0,63.0,63.0,78.0,63.0,47.0,31.0,15.0,31.0,36.0,47.0,47.0,47.0,26.0,15.0,26.0
Lavra (CTT),41.26016555941926,-8.717075526993373,53.0,66.0,46.0,20.0,6.0,20.0,33.0,26.0,20.0,33.0,33.0,33.0,26.0,40.0,46.0,33.0,33.0,33.0,46.0,40.0,46.0,46.0,40.0,40.0,33.0,20.0,13.0,20.0,40.0,26.0,13.0,20.0,46.0,33.0,40.0,33.0,20.0,13.0,20.0,13.0,26.0,40.0,73.0,73.0,73.0,46.0,26.0,20.0,6.0,13.0,33.0,73.0,100.0,93.0,73.0,46.0,33.0,33.0,40.0,66.0,60.0,46.0,20.0,6.0,6.0,20.0,46.0,40.0,33.0,26.0,26.0,26.0,40.0,53.0,40.0,26.0,20.0,33.0,46.0,53.0,33.0,20.0,13.0,13.0,20.0,20.0,26.0,46.0,33.0,20.0,20.0,26.0,20.0,13.0,6.0,20.0,66.0,53.0,53.0,33.0,26.0,40.0,40.0,53.0,60.0,40.0,40.0,33.0,46.0,33.0,40.0,33.0,40.0,20.0,13.0,20.0,26.0,46.0,66.0,73.0,46.0,53.0,60.0,66.0,60.0,33.0,13.0,13.0,26.0,40.0,66.0,86.0,93.0,60.0,26.0,20.0,26.0,20.0,40.0,33.0,40.0,26.0,20.0,20.0,20.0,40.0,46.0,53.0,46.0,53.0,60.0,60.0,66.0,33.0,20.0,26.0,33.0,53.0,80.0,80.0,73.0,80.0,100.0,66.0,40.0,6.0,6.0,6.0
Angeiras (Sargaceiras),41.26204126498351,-8.723688825633301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.25561743502046,-8.718229278978374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.25576698493362,-8.71834557164306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.26015147233612,-8.721440123180102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.26021504933061,-8.721200007165335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
